EMPLOYEE #,satisfaction_level,last_evaluation
53864,0.9,0.49
53866,0.59,0.67
53879,0.76,0.71
53886,0.23,0.63
53889,0.8,0.85
53893,0.62,0.49
53905,0.28,0.46
53906,0.81,0.97
53907,0.64,0.91
53919,0.76,0.6
53922,0.79,0.87
53925,0.72,0.91
53930,0.22,0.59
53935,0.18,0.73
53936,0.91,0.49
53939,0.69,0.63
53942,0.91,0.66
53945,0.67,0.84
53951,0.98,0.62
53952,0.69,0.62
53953,0.96,0.74
53955,0.69,0.68
53957,0.65,0.68
53962,0.7,0.75
53976,0.48,0.94
53977,0.48,0.51
53982,0.16,0.89
58949,0.72,0.97
53991,0.91,0.71
53995,0.74,0.54
54002,0.56,0.56
54008,0.56,0.41
54012,0.88,0.55
54017,0.86,0.9
54020,0.66,0.84
54028,0.41,0.45
54030,0.68,0.83
54036,0.59,0.47
54040,0.52,0.78
54054,0.3,0.54
59520,0.44,0.67
59880,0.75,0.64
54068,0.23,0.94
54077,0.34,0.46
54080,0.52,0.59
60068,0.79,0.83
54100,0.5,0.77
54105,0.89,0.65
54107,0.84,0.52
54112,0.26,0.47
54117,0.57,0.96
54124,0.14,0.99
54140,0.94,0.62
54145,0.3,0.58
54156,0.29,0.43
54157,0.82,0.75
54160,0.62,0.75
54163,0.64,0.99
61285,0.17,0.52
54179,0.75,0.56
54181,0.49,0.73
61309,0.84,0.58
54187,0.48,0.96
54188,0.54,0.53
54189,0.76,0.99
54190,0.77,0.84
54199,0.95,0.97
61590,0.72,0.83
54211,0.74,0.67
54226,0.9,0.55
54239,0.67,0.55
54242,0.97,0.55
54249,0.55,0.59
54251,0.32,0.95
54255,0.4,0.42
54256,0.66,0.54
62124,0.7,0.77
63339,0.69,0.89
54270,0.72,0.57
54274,0.21,0.65
54293,0.91,0.9
54299,0.72,0.71
63949,0.96,0.72
54313,1,0.89
54318,0.63,0.51
54330,0.24,0.74
54332,0.44,0.38
64778,0.92,0.57
54336,0.51,0.51
54352,0.77,0.71
54357,0.8,0.97
54364,0.84,0.46
64975,0.91,0.88
54367,0.64,0.61
54368,0.15,0.59
54386,0.74,0.58
54398,0.94,0.78
54402,0.57,0.58
54403,0.92,0.63
54406,0.76,0.54
54417,0.73,0.92
54418,0.24,0.6
54428,0.42,0.47
65110,0.92,0.82
54449,0.92,0.94
65225,0.68,0.55
54464,0.49,0.86
54467,0.57,0.98
54470,0.3,0.66
54477,0.17,0.81
54504,0.91,0.49
65345,0.83,0.91
54516,0.87,0.76
54518,0.71,0.8
54522,0.88,0.5
65631,0.63,0.94
54530,0.99,0.58
66429,0.99,0.81
54532,0.77,0.53
54535,0.64,0.69
54547,0.61,1
54550,0.37,0.82
54561,0.19,1
67055,0.96,0.87
67315,0.8,0.62
54570,0.14,0.63
54571,0.15,0.69
54584,0.52,0.82
54590,0.27,0.55
54591,0.97,0.96
67906,0.52,0.93
54603,0.98,0.89
54605,0.96,0.95
54607,0.28,0.92
54618,0.65,0.55
67946,0.59,0.63
54621,0.64,0.48
54651,0.71,0.48
54660,0.83,0.84
54672,0.95,0.94
54675,0.73,0.49
54694,0.81,0.75
68834,0.71,0.44
54701,0.8,0.56
54710,0.85,0.53
54723,0.41,0.7
54729,0.51,0.84
69522,0.49,0.57
54745,0.76,0.55
54747,0.57,0.69
69606,0.54,0.48
54755,0.68,0.74
54759,0.7,0.5
54764,0.77,0.87
54766,0.95,0.51
54772,0.5,0.64
54773,0.99,0.53
54789,0.94,0.51
54790,0.83,0.66
54823,0.64,0.81
54827,0.16,0.73
70718,0.83,0.71
70726,0.93,0.73
72504,0.32,0.64
54850,0.12,0.9
54851,0.5,0.5
72672,0.57,0.74
54869,0.25,0.75
54876,0.98,0.56
54881,0.81,0.51
54894,0.94,0.63
54896,0.83,0.57
54903,0.77,0.4
54921,0.57,0.65
54924,0.18,0.96
54926,0.67,0.71
72734,0.35,0.47
54935,0.78,0.44
54938,0.72,0.79
54949,0.9,0.58
54952,0.58,0.49
54958,0.64,0.56
54965,0.91,0.79
54967,0.59,0.51
72814,0.76,0.8
54983,0.76,0.85
54991,0.51,0.69
72995,0.54,0.55
73079,0.67,0.93
54998,0.68,0.44
55006,0.97,0.58
55007,0.5,0.74
55009,0.81,0.52
73126,0.77,0.73
55028,0.59,0.75
75189,1,0.96
55030,0.74,0.95
55038,0.91,0.52
55040,0.77,0.65
55042,0.79,0.98
55045,0.82,0.51
55047,0.89,0.96
55057,0.83,0.62
78929,0.72,0.7
79027,0.7,0.74
79252,1,0.89
55073,0.57,0.66
55078,0.55,0.54
55083,0.47,0.7
55090,0.95,0.77
55091,0.29,0.57
80711,0.71,0.5
55102,0.89,0.68
55107,0.81,0.97
55113,0.72,0.64
55119,1,0.85
55120,0.79,0.49
55121,0.69,0.84
55122,0.97,0.66
81148,0.61,0.59
81585,0.71,0.89
82282,0.96,0.76
55133,0.77,0.73
55134,0.57,0.99
55139,0.92,0.76
55140,0.99,0.92
55141,0.86,0.73
55144,0.78,0.66
55145,0.85,0.66
55158,0.38,0.6
55161,0.63,0.93
55163,0.66,0.72
55173,0.19,0.79
82336,0.63,0.59
55177,0.32,0.74
55188,0.73,0.55
55194,0.75,0.89
82808,0.7,0.66
55198,0.77,0.61
55212,0.83,0.8
84216,0.75,0.49
55221,0.97,0.54
55222,0.75,0.55
85016,0.66,0.84
55234,0.56,0.49
55235,0.77,0.98
55236,0.82,0.81
55244,0.85,0.59
55250,0.49,0.79
85877,0.24,0.87
55256,0.32,0.74
86076,0.77,0.51
55279,0.77,0.83
55280,0.93,0.87
55293,0.22,0.74
55302,0.24,0.89
55309,0.99,0.99
86488,0.61,0.5
55322,0.6,0.91
55323,0.79,0.7
55325,0.94,0.62
55337,0.18,0.85
55338,0.51,0.73
55353,0.55,0.92
55360,0.73,0.74
55372,0.41,0.63
87332,0.88,0.66
55392,0.23,0.56
55398,0.78,0.56
55399,0.34,0.69
55400,0.51,0.41
55402,0.8,0.86
55406,0.66,0.57
55420,0.62,0.63
88126,0.5,0.97
55436,0.96,0.94
55447,0.5,0.84
55451,0.73,0.69
55455,0.47,0.39
88716,0.49,0.83
55478,0.92,0.62
89107,0.24,0.39
55484,0.61,0.58
55490,0.83,0.89
90183,0.88,0.66
55503,0.61,0.55
55504,0.68,0.54
55508,0.51,0.7
55509,0.88,0.58
55515,0.94,0.84
55517,0.58,0.88
55518,0.63,0.98
55521,0.81,0.49
55527,0.61,0.86
91784,0.65,0.63
55556,0.67,0.63
55558,0.64,0.62
55578,0.25,0.76
55582,0.13,0.62
55597,0.14,0.89
55602,0.74,0.51
55609,0.8,0.81
55615,0.5,0.56
55618,0.69,0.75
55620,0.91,0.53
55622,0.8,0.51
92379,0.93,0.52
55632,0.57,0.99
55651,0.51,0.58
55653,0.98,0.54
55657,0.85,0.83
92536,0.73,0.56
55664,0.97,0.9
55674,0.52,0.61
55676,0.31,0.38
55677,0.49,0.77
55689,0.81,0.44
55693,0.52,0.8
55698,0.69,0.56
55700,0.7,0.74
93008,0.65,0.85
55711,0.54,0.71
93791,0.57,0.49
55717,0.78,0.9
55724,0.99,0.92
55725,0.57,0.83
94915,0.33,0.58
95185,0.97,0.58
55732,0.95,0.58
55734,0.69,0.83
55737,0.97,0.91
55741,0.4,0.59
95206,0.67,0.71
55760,0.96,0.58
55761,0.49,0.95
55765,0.56,0.66
55769,0.99,0.78
55770,,0.88
55772,0.53,0.69
55773,0.75,0.5
95555,0.51,0.89
95960,0.65,0.9
55797,0.45,0.66
96433,0.98,0.91
55802,0.9,0.74
55803,0.37,0.62
55809,0.52,0.99
55810,0.96,0.78
55820,0.99,0.7
55823,0.66,0.56
55831,0.84,0.54
55832,0.16,0.87
55845,0.75,0.59
55847,0.52,0.74
96462,0.86,0.86
55866,0.75,0.53
55867,0.73,0.99
55869,0.98,0.84
55893,0.8,0.84
55910,0.18,0.48
55911,0.37,0.72
55912,0.97,0.86
55913,0.56,0.68
96645,0.32,0.65
55922,0.63,0.88
55926,0.36,0.78
55928,0.75,0.49
55933,0.42,0.86
55934,0.96,0.66
96999,0.62,0.78
97065,0.78,0.96
55947,0.93,0.89
55948,0.93,0.87
55959,0.45,0.42
55964,0.44,0.56
55976,0.57,0.55
55983,0.77,0.51
55988,0.6,0.98
97896,0.25,0.94
56012,0.59,0.43
56020,0.29,0.57
56021,0.5,0.95
98956,0.91,0.94
56030,0.78,0.65
56056,0.73,0.76
56060,0.51,0.59
56075,0.65,0.82
56076,0.25,0.87
99544,0.5,0.63
56084,0.53,0.58
1123,0.57,0.76
56089,0.77,0.91
56104,0.94,0.77
56108,0.5,0.53
56119,0.47,0.57
56120,0.92,0.54
56123,0.9,0.87
2375,0.54,0.46
56145,0.58,0.97
56161,0.95,0.87
56162,0.52,0.71
56163,0.83,0.51
56185,0.54,0.92
6498,0.8,0.85
56207,0.52,0.57
56208,0.83,0.8
56212,0.74,0.55
56224,0.87,0.71
56236,0.45,0.87
56243,0.72,0.72
6864,0.27,0.85
56271,0.51,0.88
6870,0.55,0.55
56286,0.89,0.69
56289,0.85,0.86
56315,0.29,0.85
56316,0.96,0.5
56320,0.9,0.68
56325,0.28,0.94
56333,0.93,0.98
56335,0.51,0.57
56336,0.97,0.76
7364,0.71,0.55
56343,0.52,0.69
56355,0.87,0.84
56357,0.78,0.61
56362,0.57,0.82
56370,0.34,0.49
11445,0.95,0.95
56380,0.72,0.73
56385,0.61,0.37
11556,0.39,0.39
12978,0.72,0.59
15148,0.86,0.91
56421,0.69,0.67
56425,0.5,0.65
56429,0.62,0.68
15566,0.76,0.55
56438,0.97,0.88
56445,0.78,0.57
18171,0.81,0.89
56453,0.15,0.95
56455,0.72,0.5
56457,0.8,0.5
56464,0.76,0.74
56468,0.19,0.73
56469,0.75,0.75
56473,0.94,0.49
56480,0.93,0.59
56483,0.96,0.92
56485,0.14,0.57
56489,0.75,0.71
56493,0.6,0.59
56495,0.65,0.48
56506,0.59,0.79
56513,0.93,0.78
19567,0.5,1
56555,0.62,0.55
56561,0.24,0.58
19885,0.66,0.87
56565,0.55,0.95
56566,0.91,0.66
56567,0.59,0.51
20566,0.74,0.54
56577,0.43,0.51
56588,0.85,0.99
56596,0.46,0.54
56599,0.48,0.56
56603,0.96,1
56604,0.55,0.9
56612,0.82,0.74
56615,0.24,0.65
56618,0.69,0.71
56619,0.29,0.68
56620,0.53,0.7
56621,0.65,0.77
56622,0.57,0.53
56625,0.6,0.5
56626,0.79,0.55
56631,0.41,0.5
56632,0.79,0.72
56633,0.5,0.8
56636,0.8,0.76
20759,0.61,0.79
56647,0.99,0.68
21336,0.77,0.86
56658,0.7,0.52
23597,0.55,0.87
56680,0.87,0.63
23781,0.97,0.6
56690,0.56,0.99
24154,0.99,0.81
24603,0.57,0.66
56702,1,0.84
56726,0.97,0.74
56728,0.81,0.54
24752,0.76,0.48
56738,0.95,0.55
24849,0.81,0.65
25495,0.8,0.65
26299,0.72,0.57
56768,0.68,0.65
26790,0.21,0.61
28300,0.46,0.4
56777,0.8,0.7
56784,0.57,0.64
56787,0.58,0.57
56790,0.91,1
29066,0.63,0.67
29637,0.95,0.86
56808,0.87,0.67
56811,0.22,0.53
56812,0.95,0.65
56818,0.18,0.5
31512,0.87,0.63
56823,0.23,0.84
56826,0.93,0.69
56828,0.58,0.75
56833,0.68,0.55
56835,0.76,0.71
56836,0.68,0.84
56842,0.99,0.47
56844,0.64,0.55
56847,0.61,0.83
56857,0.51,0.5
32146,0.69,0.66
56866,0.85,0.6
56867,0.55,0.89
56873,0.56,0.89
56878,0.69,0.68
56883,0.61,0.46
33278,0.47,0.65
59949,0.58,0.79
56911,0.16,0.56
56917,0.53,0.64
56919,0.82,0.82
56920,0.68,0.61
56924,0.6,0.72
56930,0.93,0.44
56941,0.58,0.49
56944,0.61,0.96
56950,0.74,0.71
56951,0.88,0.91
56978,0.94,0.8
56983,0.44,0.46
57000,0.73,0.52
33340,0.9,0.68
57005,0.97,0.49
33739,0.86,0.96
57021,0.81,0.98
34107,0.24,0.76
57023,0.92,0.97
57037,0.34,0.62
57040,0.95,0.53
57042,0.94,0.81
57047,0.54,0.82
34824,0.87,0.57
57060,0.54,0.74
57064,0.75,0.49
57067,0.88,1
57072,0.78,0.86
57074,0.88,0.71
36372,0.51,0.94
57085,0.31,0.7
57087,0.22,1
57088,0.56,0.83
37236,0.38,0.63
57093,0.56,0.47
57126,0.55,0.9
38127,0.74,0.99
57130,0.64,0.92
57136,0.69,0.91
84656,0.99,0.54
57146,0.66,0.75
57149,0.79,0.93
57152,0.92,0.54
57159,0.84,0.49
57164,0.31,0.59
57190,0.34,0.52
57195,0.88,0.96
57197,0.8,0.84
38265,0.75,0.92
57207,0.71,0.7
39130,0.66,0.49
57212,0.54,0.72
57219,0.47,0.4
57232,0.87,0.79
57236,0.9,0.52
57239,0.51,0.63
57260,0.62,0.71
57282,0.47,0.43
39762,0.59,0.94
57301,0.87,0.62
57305,0.59,0.97
57311,0.87,0.71
57325,0.89,0.93
57326,0.73,0.68
57328,0.79,0.98
57329,0.8,0.74
57330,0.73,0.89
57333,0.96,0.9
40201,0.66,0.96
57345,0.53,0.97
57348,0.86,0.56
57354,0.92,0.86
57355,0.31,0.95
57356,0.69,0.73
42997,0.7,0.83
57365,0.63,0.74
57376,0.24,0.53
57377,0.13,0.94
43900,0.47,0.41
57392,0.53,0.58
57403,0.96,0.96
57405,0.92,0.88
57418,0.56,0.59
57420,0.51,0.88
57425,0.22,0.85
57431,0.83,0.92
57434,0.85,0.48
57449,0.85,0.92
57450,0.85,0.9
57455,0.73,0.82
57470,0.18,0.52
57480,0.63,0.87
43991,0.5,0.48
44106,0.63,0.47
57490,0.15,0.95
57498,0.96,0.69
57499,0.96,0.91
57512,0.31,0.51
57517,0.59,0.49
44547,0.75,0.98
44793,0.96,0.51
57527,0.69,0.67
57529,0.92,0.89
57541,0.96,0.82
57542,0.67,0.7
57546,0.49,0.56
57552,0.85,0.65
57563,0.85,0.53
57565,0.91,0.77
57568,0.7,0.48
57578,0.98,0.99
57580,0.48,0.48
57586,0.39,0.6
57607,0.66,0.89
57610,0.6,0.61
57613,0.88,0.9
57616,0.85,0.83
57621,0.76,0.81
57629,1,0.67
57643,0.79,0.74
57648,0.63,0.52
57652,0.5,0.83
57655,0.83,0.74
57659,0.71,0.81
57660,0.94,0.87
57669,0.56,0.57
57681,0.78,0.71
57684,0.34,0.46
57690,0.62,0.67
57704,0.82,0.74
57727,0.42,0.5
57729,0.51,0.79
45434,0.63,0.78
46813,0.43,0.81
47438,0.5,0.49
57745,0.81,0.87
48131,0.63,0.7
57748,0.86,0.7
57752,0.92,0.91
57753,0.72,0.78
57757,0.78,0.63
57758,0.76,0.65
57767,0.84,0.63
57773,0.78,0.54
57775,0.57,0.59
57789,0.15,0.42
57793,0.69,0.77
57806,0.73,0.6
57809,0.96,0.54
57828,0.91,0.78
57836,0.58,0.97
57844,0.84,0.56
57846,0.51,0.58
57852,0.71,0.95
57867,0.63,0.82
57868,0.66,0.51
57889,0.5,0.8
57895,0.56,0.89
48596,0.57,0.46
57909,0.7,0.65
57916,0.84,0.62
57917,0.33,0.59
57926,0.64,0.94
57930,0.93,0.54
57934,1,0.58
57943,0.91,0.49
57954,0.56,0.59
57966,0.62,0.52
57969,0.98,0.68
57974,0.96,0.85
57975,0.61,0.99
57985,0.92,0.66
57989,0.58,0.67
57990,0.47,0.49
57991,0.87,0.7
57992,0.8,0.64
49052,0.54,0.53
87822,0.14,0.83
50217,0.98,0.76
58019,0.13,0.58
58028,0.64,0.81
58030,0.91,0.75
58039,0.24,0.71
58040,0.34,0.42
58047,0.51,0.85
51765,0.91,0.7
58063,0.86,0.9
58069,1,0.61
58071,0.37,0.41
58074,0.46,0.73
58076,0.86,0.8
58078,0.36,0.68
52623,0.52,0.93
58082,0.51,0.73
58085,0.69,0.94
58092,0.67,0.5
58094,0.6,0.99
54753,0.71,0.57
58097,0.65,0.79
54968,0.48,0.92
58105,0.67,0.58
58112,0.68,0.63
58116,0.74,0.85
55799,0.9,0.77
58128,0.67,0.83
58135,0.64,0.66
58136,0.54,0.87
58137,0.6,0.73
58140,0.72,0.67
56087,0.97,0.49
58170,0.99,0.89
58181,0.75,0.93
58183,0.84,0.98
58192,0.76,0.5
58194,0.96,0.51
56693,0.12,0.81
58196,0.54,0.79
58199,0.69,0.98
58202,0.77,0.71
58206,0.96,0.86
58211,0.53,0.62
56773,0.54,0.72
58219,0.89,0.64
58225,0.52,0.84
58235,0.29,0.65
58241,0.93,0.6
58243,0.71,0.68
57206,0.23,0.5
58251,0.89,0.96
58252,0.51,0.5
58259,0.27,0.64
58263,0.9,0.53
58267,0.88,0.57
58282,0.91,0.83
58062,0.65,0.63
58297,0.68,0.5
58302,0.58,0.63
58315,0.68,0.62
58320,0.59,0.76
58322,0.56,0.57
58376,0.74,0.44
58336,0.5,0.91
58337,0.85,0.65
58350,0.57,0.48
58352,0.89,0.58
58353,0.76,0.66
58362,0.96,0.7
58364,0.81,0.68
58370,0.79,0.85
58373,0.63,0.66
58630,0.92,
58379,0.77,0.74
58385,0.73,0.87
60064,0.74,0.98
58393,0.8,0.74
58399,0.82,0.85
58400,0.48,0.81
58406,0.79,0.54
58412,0.87,0.41
58418,0.96,0.88
58421,0.96,0.58
58430,0.69,0.66
58435,0.42,0.58
58438,0.7,0.76
58450,0.97,0.76
58456,0.6,0.59
60400,0.63,0.63
58477,0.65,0.82
58478,0.85,0.81
58501,0.54,0.83
58502,0.23,0.74
58503,0.95,0.73
58510,1,0.51
58513,0.77,0.93
58517,0.8,0.53
58522,0.88,0.56
58527,0.73,0.68
58532,0.54,0.9
58542,0.92,0.58
58543,0.14,0.88
58547,0.65,0.79
58555,0.17,0.89
58556,0.18,0.67
58557,0.58,0.5
58563,0.63,0.67
58567,0.68,0.81
58570,0.91,0.98
58573,0.95,0.94
58576,0.89,0.76
58581,0.76,0.76
58584,0.96,0.72
58586,0.78,0.63
61305,0.98,0.9
58589,0.76,0.42
58592,0.63,0.49
58593,0.39,0.37
58597,0.91,0.67
58598,0.8,0.8
58599,0.89,0.64
58600,0.75,0.41
58602,0.94,0.85
58612,0.5,0.75
58619,0.75,0.95
58624,0.84,0.78
61605,0.55,0.81
63452,0.59,0.82
66540,0.58,0.43
58656,0.91,0.59
66605,0.43,0.92
58665,0.51,0.79
58671,0.81,0.96
58674,0.72,0.39
58675,0.89,0.99
58680,0.61,0.74
58686,0.57,0.7
58688,0.74,0.82
58689,0.87,0.64
58699,0.58,0.62
67426,0.63,0.59
67808,0.89,0.85
58709,0.49,0.74
58710,0.59,0.59
58721,0.71,0.99
58723,0.58,0.62
68454,0.84,0.61
58741,0.92,0.48
68935,0.91,0.59
58751,0.92,0.78
58761,0.95,0.65
58763,0.53,0.62
58770,0.89,0.89
58780,0.81,0.84
69458,0.78,0.67
58814,0.66,0.48
58821,0.37,0.71
58828,0.55,0.84
58832,0.79,0.88
69806,0.89,0.83
70947,0.54,0.76
58851,0.74,0.8
58856,0.7,0.47
58863,0.37,0.85
58864,0.84,0.71
58869,0.55,0.58
58870,0.93,0.79
58880,0.97,0.55
58881,0.64,0.53
58884,0.62,0.64
58885,0.26,0.91
58888,0.93,0.49
58892,0.27,0.61
72499,0.9,0.63
72716,0.16,0.7
73194,0.75,0.63
58911,0.72,0.74
58912,0.68,0.51
58915,0.13,0.77
58922,0.96,0.92
58931,0.71,0.72
58935,0.85,0.66
58936,0.87,0.91
58942,0.86,0.93
58943,0.49,0.85
58944,0.99,0.59
74030,0.75,0.95
75271,0.61,0.64
58956,0.89,0.84
58963,0.77,0.7
58971,0.7,0.79
75506,0.5,0.58
58975,0.61,1
58977,0.98,0.53
76750,0.61,0.77
59009,0.85,0.56
59012,0.42,0.85
59013,0.56,0.75
59016,0.88,0.8
77589,0.92,0.69
59032,0.85,0.77
59041,0.66,0.74
59042,0.82,0.93
59047,0.14,0.58
59050,0.6,0.98
59055,0.92,0.65
77674,0.51,0.72
79184,0.85,0.46
59085,0.43,0.84
59095,0.98,0.56
79947,0.84,0.55
59120,0.7,0.52
59140,0.82,0.82
59141,0.94,0.67
59142,0.55,0.79
59143,0.98,0.5
59160,0.78,0.63
59169,0.99,0.77
59171,0.74,0.58
59172,0.5,0.74
80433,0.25,0.8
59179,0.49,0.55
59188,0.63,0.74
59189,0.68,0.73
59190,0.62,0.54
59191,0.89,0.52
59199,0.31,0.37
80515,0.89,0.61
59205,0.72,0.65
59207,0.84,0.75
82732,0.88,0.71
59237,0.74,1
59239,0.96,0.95
59241,0.82,0.89
59255,0.7,0.64
59263,0.61,0.84
59285,0.65,0.83
59286,0.77,0.64
59289,0.81,0.77
59307,0.87,0.66
59312,0.96,0.73
59316,0.48,0.7
82869,0.78,0.96
59334,0.75,1
59339,0.23,0.87
59348,0.85,0.76
59359,0.67,0.56
59362,0.71,0.81
59364,0.72,0.7
59366,0.8,0.77
82892,0.64,0.86
59376,0.54,0.42
59377,0.73,0.67
59380,0.73,1
59382,0.55,0.62
59386,0.63,0.41
59393,0.15,0.8
59404,0.6,0.5
59406,0.38,0.51
82913,0.81,0.77
59427,0.75,0.53
59448,0.52,0.92
59449,0.51,1
59452,0.66,0.62
59459,0.8,0.87
59468,0.85,0.69
59469,0.77,0.73
59474,0.29,0.4
59475,0.15,0.67
59476,0.73,0.83
59480,0.55,0.74
82943,0.2,0.69
59488,0.56,0.68
59490,0.55,0.54
59493,0.9,0.49
59496,0.73,0.55
59499,0.48,0.99
59500,0.64,0.74
59502,0.95,0.75
59505,0.82,0.66
59506,0.95,0.65
59512,0.92,0.9
59519,0.22,0.84
83622,0.17,0.77
59528,0.51,0.55
59529,0.67,0.64
59530,0.6,0.66
59534,0.99,0.55
59536,0.35,0.71
59537,0.13,0.72
59548,0.97,0.93
59552,0.49,0.61
83669,0.62,0.71
59556,0.35,0.54
59562,0.81,0.79
59571,0.57,0.75
59579,1,0.66
59581,0.93,0.71
59594,0.89,0.85
59598,0.64,0.61
85513,0.54,0.95
59600,0.52,0.85
59616,0.12,0.65
59617,0.14,0.49
86058,0.57,0.54
59624,0.57,0.64
86062,1,0.56
59647,0.94,0.58
59648,0.93,0.48
59661,0.91,0.88
87275,0.85,0.77
59674,0.8,0.98
59675,0.68,0.69
59676,0.91,0.6
87725,0.93,0.9
59684,0.81,0.68
59692,0.51,0.74
59699,0.49,0.52
59705,0.55,0.55
89428,0.17,0.51
59713,0.8,0.79
59714,0.61,0.67
59718,0.59,0.73
89622,0.67,0.77
89689,0.96,0.81
59735,0.72,0.66
59746,0.72,0.76
59759,0.99,0.61
59760,0.22,0.61
89853,0.32,0.52
59771,0.64,0.86
59775,0.9,0.49
59784,0.86,0.9
59786,0.67,0.76
59799,0.9,0.59
59804,0.52,0.8
59816,0.57,0.89
59817,0.55,0.83
59820,0.2,0.83
59833,0.89,0.66
59847,0.15,0.56
59851,0.8,0.6
59853,0.55,0.48
59862,0.53,0.64
59871,0.62,0.77
90242,1,0.58
92262,0.31,0.75
59886,0.62,0.51
59894,0.73,0.61
59903,0.52,0.61
59906,0.33,0.65
59914,0.88,0.5
92756,0.65,0.54
59923,0.91,0.7
93500,0.83,0.91
59935,0.2,0.87
59936,0.96,0.8
59938,0.75,0.89
59940,0.93,0.57
59941,0.87,0.49
93827,0.94,0.58
94037,0.85,0.72
59952,0.63,0.5
59962,0.78,0.63
59970,0.87,0.92
59971,0.77,0.76
59978,1,0.61
59987,0.93,0.81
59989,0.5,0.4
60005,0.9,0.66
60007,0.61,0.56
60025,0.57,0.97
60032,0.43,0.5
60033,0.6,0.56
60034,0.56,0.92
60051,0.57,0.62
60059,0.56,0.82
94114,0.64,0.9
94323,0.53,0.56
95094,0.19,0.6
60082,0.5,0.8
60090,0.86,0.97
60091,0.92,0.66
60093,0.82,0.97
60095,0.54,0.51
60100,0.23,0.51
60111,0.65,0.71
60122,0.99,0.98
60128,0.54,0.59
60130,0.99,0.68
96413,0.76,0.89
60156,0.57,0.54
60157,0.53,0.75
60164,0.86,0.55
60168,0.97,0.96
60175,0.13,0.76
60181,0.73,0.89
60191,0.62,0.95
60197,0.59,0.37
60198,0.63,0.7
60199,0.64,0.52
60209,0.5,0.85
60214,0.58,0.89
60217,0.32,0.87
60218,0.72,0.67
60220,0.61,0.74
97830,0.97,0.55
60230,0.87,0.64
60247,0.88,0.81
97881,0.52,0.99
97948,0.95,0.81
60261,0.96,0.62
60291,0.98,0.58
60303,0.51,0.51
60305,1,0.63
60307,0.97,0.67
60313,0.79,0.56
60314,0.64,0.45
60321,0.84,0.76
98828,0.94,0.57
60336,0.7,0.79
60341,0.64,1
60355,0.56,0.88
60357,0.32,0.81
60358,0.75,0.72
60360,0.78,0.58
60362,0.7,0.49
60373,0.21,0.39
60374,0.64,0.96
60383,0.54,0.52
60395,0.79,0.98
1066,0.91,0.58
1119,0.76,0.73
2838,0.77,0.95
60428,0.92,0.88
60429,0.53,0.57
60438,0.44,0.52
2925,0.54,0.52
60455,0.93,0.5
60457,0.67,0.68
60458,0.66,0.99
60463,0.7,0.6
3464,0.79,0.57
4240,0.5,0.75
60473,1,0.75
4453,0.61,0.52
4592,0.72,0.5
60486,0.78,0.95
60496,0.87,0.84
60504,0.57,0.58
60512,0.85,0.96
60523,0.83,0.67
60525,0.4,0.37
60527,0.91,0.69
60545,0.48,0.98
60548,0.94,0.58
60558,0.65,0.76
60559,0.54,0.49
60569,0.76,0.81
60574,0.88,0.59
60580,0.9,0.55
60582,0.64,0.75
60584,0.74,0.75
5400,0.45,0.54
60587,0.61,0.62
60591,0.16,0.97
60611,0.67,0.74
5779,0.74,0.74
7025,0.53,0.57
7986,0.75,0.98
60637,0.76,0.98
60639,0.72,0.72
60640,0.65,0.54
60641,0.69,0.66
60642,0.7,0.74
60650,0.66,0.84
60654,0.13,0.48
60658,0.67,0.53
60659,0.99,0.7
60663,0.51,0.86
60664,0.61,0.7
60670,0.9,0.6
60673,0.61,0.62
60675,0.15,0.89
60679,0.53,0.85
60693,0.41,0.48
60704,0.9,0.64
60709,0.67,0.9
9083,0.22,0.7
60730,0.35,0.56
60734,0.66,0.96
60737,0.63,0.82
9228,0.89,0.67
60744,0.88,0.75
60751,0.73,0.6
60754,1,0.83
60756,0.99,0.89
9275,0.12,0.84
60769,0.64,0.43
9376,0.65,0.72
60779,0.56,0.57
9391,0.88,0.62
60789,0.54,0.68
60793,0.77,0.8
60795,0.66,0.67
60822,0.54,0.65
9897,0.14,0.43
60838,0.85,0.69
10193,0.9,0.66
10797,0.81,0.79
60844,0.14,0.76
10950,0.94,0.96
60856,0.69,0.82
60857,0.66,0.67
60858,0.75,0.61
60865,0.53,0.61
11120,0.91,0.82
60886,0.93,0.61
60890,0.89,0.91
60916,0.84,0.79
60923,0.94,0.86
60947,1,0.86
60949,0.79,0.68
60950,0.62,0.61
60951,0.45,0.43
60956,0.54,0.48
60965,0.13,0.97
60969,0.99,0.73
60988,0.54,0.75
61004,0.52,0.38
61005,0.24,0.65
12287,0.12,0.7
61030,0.52,0.96
61036,0.44,0.63
61037,0.81,0.53
61054,0.25,0.64
14024,0.63,0.91
61062,0.61,0.46
61065,0.51,0.56
61074,0.66,0.54
61076,0.86,0.59
61086,0.98,0.89
61089,0.99,0.37
61093,0.78,0.91
22044,0.84,0.53
61101,0.17,0.59
61113,0.48,0.72
15007,0.63,0.66
61127,0.58,0.67
61137,0.7,0.48
61141,0.61,0.85
61144,0.91,0.81
61151,0.34,0.82
61176,0.56,0.49
61190,0.93,0.81
61197,0.56,0.81
15602,0.99,0.5
61225,0.77,0.83
61229,0.76,0.61
61238,0.65,0.65
61243,0.5,0.76
61247,0.59,0.61
61254,0.68,0.58
61256,0.85,0.82
61259,0.83,0.77
